Population,Year,Literate,Gender,Race,Age-Group,State
33472.0,2022,Yes,Female,Black,45-54,PR
17318.0,2022,Yes,Female,Black,45-54,SC
47625.0,2022,Yes,Female,Black,45-54,RS
11350.0,2022,Yes,Female,Black,45-54,MS
21905.0,2022,Yes,Female,Black,45-54,MT
40550.0,2022,Yes,Female,Black,45-54,GO
21180.0,2022,Yes,Female,Black,45-54,DF
5699.0,2022,Yes,Female,Black,55-64,RO
1912.0,2022,Yes,Female,Black,55-64,AC
6197.0,2022,Yes,Female,Black,55-64,AM
1514.0,2022,Yes,Female,Black,55-64,RR
27182.0,2022,Yes,Female,Black,55-64,PA
2681.0,2022,Yes,Female,Black,55-64,AP
6868.0,2022,Yes,Female,Black,55-64,TO
30516.0,2022,Yes,Female,Black,55-64,MA
15053.0,2022,Yes,Female,Black,55-64,PI
24617.0,2022,Yes,Female,Black,55-64,CE
13572.0,2022,Yes,Female,Black,55-64,RN
12678.0,2022,Yes,Female,Black,55-64,PB
39206.0,2022,Yes,Female,Black,55-64,PE
9372.0,2022,Yes,Female,Black,55-64,AL
10542.0,2022,Yes,Female,Black,55-64,SE
127999.0,2022,Yes,Female,Black,55-64,BA
125066.0,2022,Yes,Female,Black,55-64,MG
19430.0,2022,Yes,Female,Black,55-64,ES
154284.0,2022,Yes,Female,Black,55-64,RJ
188488.0,2022,Yes,Female,Black,55-64,SP
24872.0,2022,Yes,Female,Black,55-64,PR
12080.0,2022,Yes,Female,Black,55-64,SC
40028.0,2022,Yes,Female,Black,55-64,RS
8248.0,2022,Yes,Female,Black,55-64,MS
13750.0,2022,Yes,Female,Black,55-64,MT
26223.0,2022,Yes,Female,Black,55-64,GO
14093.0,2022,Yes,Female,Black,55-64,DF
154.0,2022,Yes,Female,Asian,15-19,RO
92.0,2022,Yes,Female,Asian,15-19,AC
259.0,2022,Yes,Female,Asian,15-19,AM
37.0,2022,Yes,Female,Asian,15-19,RR
579.0,2022,Yes,Female,Asian,15-19,PA
35.0,2022,Yes,Female,Asian,15-19,AP
166.0,2022,Yes,Female,Asian,15-19,TO
336.0,2022,Yes,Female,Asian,15-19,MA
130.0,2022,Yes,Female,Asian,15-19,PI
398.0,2022,Yes,Female,Asian,15-19,CE
203.0,2022,Yes,Female,Asian,15-19,RN
187.0,2022,Yes,Female,Asian,15-19,PB
576.0,2022,Yes,Female,Asian,15-19,PE
278.0,2022,Yes,Female,Asian,15-19,AL
145.0,2022,Yes,Female,Asian,15-19,SE
659.0,2022,Yes,Female,Asian,15-19,BA
909.0,2022,Yes,Female,Asian,15-19,MG
155.0,2022,Yes,Female,Asian,15-19,ES
587.0,2022,Yes,Female,Asian,15-19,RJ
10797.0,2022,Yes,Female,Asian,15-19,SP
2609.0,2022,Yes,Female,Asian,15-19,PR
301.0,2022,Yes,Female,Asian,15-19,SC
228.0,2022,Yes,Female,Asian,15-19,RS
542.0,2022,Yes,Female,Asian,15-19,MS
327.0,2022,Yes,Female,Asian,15-19,MT
563.0,2022,Yes,Female,Asian,15-19,GO
336.0,2022,Yes,Female,Asian,15-19,DF
157.0,2022,Yes,Female,Asian,20-24,RO
112.0,2022,Yes,Female,Asian,20-24,AC
259.0,2022,Yes,Female,Asian,20-24,AM
41.0,2022,Yes,Female,Asian,20-24,RR
651.0,2022,Yes,Female,Asian,20-24,PA
34.0,2022,Yes,Female,Asian,20-24,AP
196.0,2022,Yes,Female,Asian,20-24,TO
328.0,2022,Yes,Female,Asian,20-24,MA
166.0,2022,Yes,Female,Asian,20-24,PI
561.0,2022,Yes,Female,Asian,20-24,CE
270.0,2022,Yes,Female,Asian,20-24,RN
257.0,2022,Yes,Female,Asian,20-24,PB
722.0,2022,Yes,Female,Asian,20-24,PE
355.0,2022,Yes,Female,Asian,20-24,AL
161.0,2022,Yes,Female,Asian,20-24,SE
770.0,2022,Yes,Female,Asian,20-24,BA
1245.0,2022,Yes,Female,Asian,20-24,MG
172.0,2022,Yes,Female,Asian,20-24,ES
791.0,2022,Yes,Female,Asian,20-24,RJ
12634.0,2022,Yes,Female,Asian,20-24,SP
3167.0,2022,Yes,Female,Asian,20-24,PR
465.0,2022,Yes,Female,Asian,20-24,SC
262.0,2022,Yes,Female,Asian,20-24,RS
674.0,2022,Yes,Female,Asian,20-24,MS
413.0,2022,Yes,Female,Asian,20-24,MT
764.0,2022,Yes,Female,Asian,20-24,GO
433.0,2022,Yes,Female,Asian,20-24,DF
419.0,2022,Yes,Female,Asian,25-34,RO
204.0,2022,Yes,Female,Asian,25-34,AC
531.0,2022,Yes,Female,Asian,25-34,AM
81.0,2022,Yes,Female,Asian,25-34,RR
1229.0,2022,Yes,Female,Asian,25-34,PA
74.0,2022,Yes,Female,Asian,25-34,AP
321.0,2022,Yes,Female,Asian,25-34,TO
730.0,2022,Yes,Female,Asian,25-34,MA
290.0,2022,Yes,Female,Asian,25-34,PI
1104.0,2022,Yes,Female,Asian,25-34,CE
550.0,2022,Yes,Female,Asian,25-34,RN
527.0,2022,Yes,Female,Asian,25-34,PB
1470.0,2022,Yes,Female,Asian,25-34,PE
650.0,2022,Yes,Female,Asian,25-34,AL
321.0,2022,Yes,Female,Asian,25-34,SE
1516.0,2022,Yes,Female,Asian,25-34,BA
2758.0,2022,Yes,Female,Asian,25-34,MG
380.0,2022,Yes,Female,Asian,25-34,ES
1833.0,2022,Yes,Female,Asian,25-34,RJ
28873.0,2022,Yes,Female,Asian,25-34,SP
6013.0,2022,Yes,Female,Asian,25-34,PR
1089.0,2022,Yes,Female,Asian,25-34,SC
689.0,2022,Yes,Female,Asian,25-34,RS
1226.0,2022,Yes,Female,Asian,25-34,MS
859.0,2022,Yes,Female,Asian,25-34,MT
1684.0,2022,Yes,Female,Asian,25-34,GO
1060.0,2022,Yes,Female,Asian,25-34,DF
442.0,2022,Yes,Female,Asian,35-44,RO
193.0,2022,Yes,Female,Asian,35-44,AC
525.0,2022,Yes,Female,Asian,35-44,AM
70.0,2022,Yes,Female,Asian,35-44,RR
1110.0,2022,Yes,Female,Asian,35-44,PA
86.0,2022,Yes,Female,Asian,35-44,AP
347.0,2022,Yes,Female,Asian,35-44,TO
677.0,2022,Yes,Female,Asian,35-44,MA
252.0,2022,Yes,Female,Asian,35-44,PI
1051.0,2022,Yes,Female,Asian,35-44,CE
492.0,2022,Yes,Female,Asian,35-44,RN
483.0,2022,Yes,Female,Asian,35-44,PB
1342.0,2022,Yes,Female,Asian,35-44,PE
545.0,2022,Yes,Female,Asian,35-44,AL
336.0,2022,Yes,Female,Asian,35-44,SE
1597.0,2022,Yes,Female,Asian,35-44,BA
2925.0,2022,Yes,Female,Asian,35-44,MG
475.0,2022,Yes,Female,Asian,35-44,ES
2187.0,2022,Yes,Female,Asian,35-44,RJ
39538.0,2022,Yes,Female,Asian,35-44,SP
7250.0,2022,Yes,Female,Asian,35-44,PR
1181.0,2022,Yes,Female,Asian,35-44,SC
679.0,2022,Yes,Female,Asian,35-44,RS
1546.0,2022,Yes,Female,Asian,35-44,MS
1010.0,2022,Yes,Female,Asian,35-44,MT
1745.0,2022,Yes,Female,Asian,35-44,GO
1380.0,2022,Yes,Female,Asian,35-44,DF
301.0,2022,Yes,Female,Asian,45-54,RO
97.0,2022,Yes,Female,Asian,45-54,AC
446.0,2022,Yes,Female,Asian,45-54,AM
54.0,2022,Yes,Female,Asian,45-54,RR
741.0,2022,Yes,Female,Asian,45-54,PA
48.0,2022,Yes,Female,Asian,45-54,AP
234.0,2022,Yes,Female,Asian,45-54,TO
369.0,2022,Yes,Female,Asian,45-54,MA
190.0,2022,Yes,Female,Asian,45-54,PI
696.0,2022,Yes,Female,Asian,45-54,CE
357.0,2022,Yes,Female,Asian,45-54,RN
308.0,2022,Yes,Female,Asian,45-54,PB
901.0,2022,Yes,Female,Asian,45-54,PE
343.0,2022,Yes,Female,Asian,45-54,AL
189.0,2022,Yes,Female,Asian,45-54,SE
1043.0,2022,Yes,Female,Asian,45-54,BA
2333.0,2022,Yes,Female,Asian,45-54,MG
284.0,2022,Yes,Female,Asian,45-54,ES
1638.0,2022,Yes,Female,Asian,45-54,RJ
36308.0,2022,Yes,Female,Asian,45-54,SP
7006.0,2022,Yes,Female,Asian,45-54,PR
843.0,2022,Yes,Female,Asian,45-54,SC
607.0,2022,Yes,Female,Asian,45-54,RS
1425.0,2022,Yes,Female,Asian,45-54,MS
788.0,2022,Yes,Female,Asian,45-54,MT
1265.0,2022,Yes,Female,Asian,45-54,GO
1051.0,2022,Yes,Female,Asian,45-54,DF
262.0,2022,Yes,Female,Asian,55-64,RO
59.0,2022,Yes,Female,Asian,55-64,AC
237.0,2022,Yes,Female,Asian,55-64,AM
29.0,2022,Yes,Female,Asian,55-64,RR
558.0,2022,Yes,Female,Asian,55-64,PA
26.0,2022,Yes,Female,Asian,55-64,AP
147.0,2022,Yes,Female,Asian,55-64,TO
203.0,2022,Yes,Female,Asian,55-64,MA
131.0,2022,Yes,Female,Asian,55-64,PI
508.0,2022,Yes,Female,Asian,55-64,CE
278.0,2022,Yes,Female,Asian,55-64,RN
191.0,2022,Yes,Female,Asian,55-64,PB
600.0,2022,Yes,Female,Asian,55-64,PE
172.0,2022,Yes,Female,Asian,55-64,AL
117.0,2022,Yes,Female,Asian,55-64,SE
776.0,2022,Yes,Female,Asian,55-64,BA
1749.0,2022,Yes,Female,Asian,55-64,MG
184.0,2022,Yes,Female,Asian,55-64,ES
1187.0,2022,Yes,Female,Asian,55-64,RJ
37235.0,2022,Yes,Female,Asian,55-64,SP
6984.0,2022,Yes,Female,Asian,55-64,PR
533.0,2022,Yes,Female,Asian,55-64,SC
481.0,2022,Yes,Female,Asian,55-64,RS
1354.0,2022,Yes,Female,Asian,55-64,MS
597.0,2022,Yes,Female,Asian,55-64,MT
858.0,2022,Yes,Female,Asian,55-64,GO
704.0,2022,Yes,Female,Asian,55-64,DF
37224.0,2022,Yes,Female,Latino,15-19,RO
24547.0,2022,Yes,Female,Latino,15-19,AC
122597.0,2022,Yes,Female,Latino,15-19,AM
15796.0,2022,Yes,Female,Latino,15-19,RR
248485.0,2022,Yes,Female,Latino,15-19,PA
21524.0,2022,Yes,Female,Latino,15-19,AP
39425.0,2022,Yes,Female,Latino,15-19,TO
206528.0,2022,Yes,Female,Latino,15-19,MA
82388.0,2022,Yes,Female,Latino,15-19,PI
205677.0,2022,Yes,Female,Latino,15-19,CE
62231.0,2022,Yes,Female,Latino,15-19,RN
81603.0,2022,Yes,Female,Latino,15-19,PB
190597.0,2022,Yes,Female,Latino,15-19,PE
76715.0,2022,Yes,Female,Latino,15-19,AL
52459.0,2022,Yes,Female,Latino,15-19,SE
304625.0,2022,Yes,Female,Latino,15-19,BA
340301.0,2022,Yes,Female,Latino,15-19,MG
67530.0,2022,Yes,Female,Latino,15-19,ES
220669.0,2022,Yes,Female,Latino,15-19,RJ
506435.0,2022,Yes,Female,Latino,15-19,SP
122990.0,2022,Yes,Female,Latino,15-19,PR
54238.0,2022,Yes,Female,Latino,15-19,SC
58271.0,2022,Yes,Female,Latino,15-19,RS
46733.0,2022,Yes,Female,Latino,15-19,MS
77602.0,2022,Yes,Female,Latino,15-19,MT
141384.0,2022,Yes,Female,Latino,15-19,GO
54117.0,2022,Yes,Female,Latino,15-19,DF
38363.0,2022,Yes,Female,Latino,20-24,RO
25163.0,2022,Yes,Female,Latino,20-24,AC
124001.0,2022,Yes,Female,Latino,20-24,AM
17192.0,2022,Yes,Female,Latino,20-24,RR
243410.0,2022,Yes,Female,Latino,20-24,PA
22262.0,2022,Yes,Female,Latino,20-24,AP
38629.0,2022,Yes,Female,Latino,20-24,TO
192849.0,2022,Yes,Female,Latino,20-24,MA
82991.0,2022,Yes,Female,Latino,20-24,PI
228297.0,2022,Yes,Female,Latino,20-24,CE
65918.0,2022,Yes,Female,Latino,20-24,RN
85469.0,2022,Yes,Female,Latino,20-24,PB
201076.0,2022,Yes,Female,Latino,20-24,PE
80540.0,2022,Yes,Female,Latino,20-24,AL
56679.0,2022,Yes,Female,Latino,20-24,SE
308792.0,2022,Yes,Female,Latino,20-24,BA
370380.0,2022,Yes,Female,Latino,20-24,MG
70790.0,2022,Yes,Female,Latino,20-24,ES
246466.0,2022,Yes,Female,Latino,20-24,RJ
567866.0,2022,Yes,Female,Latino,20-24,SP
135722.0,2022,Yes,Female,Latino,20-24,PR
65113.0,2022,Yes,Female,Latino,20-24,SC
64068.0,2022,Yes,Female,Latino,20-24,RS
50011.0,2022,Yes,Female,Latino,20-24,MS
83095.0,2022,Yes,Female,Latino,20-24,MT
154880.0,2022,Yes,Female,Latino,20-24,GO
56404.0,2022,Yes,Female,Latino,20-24,DF
77680.0,2022,Yes,Female,Latino,25-34,RO
44735.0,2022,Yes,Female,Latino,25-34,AC
221490.0,2022,Yes,Female,Latino,25-34,AM
31661.0,2022,Yes,Female,Latino,25-34,RR
466721.0,2022,Yes,Female,Latino,25-34,PA
40883.0,2022,Yes,Female,Latino,25-34,AP
74945.0,2022,Yes,Female,Latino,25-34,TO
352931.0,2022,Yes,Female,Latino,25-34,MA
160992.0,2022,Yes,Female,Latino,25-34,PI
482739.0,2022,Yes,Female,Latino,25-34,CE
135220.0,2022,Yes,Female,Latino,25-34,RN
174718.0,2022,Yes,Female,Latino,25-34,PB
395840.0,2022,Yes,Female,Latino,25-34,PE
151052.0,2022,Yes,Female,Latino,25-34,AL
113945.0,2022,Yes,Female,Latino,25-34,SE
605960.0,2022,Yes,Female,Latino,25-34,BA
742823.0,2022,Yes,Female,Latino,25-34,MG
147664.0,2022,Yes,Female,Latino,25-34,ES
505994.0,2022,Yes,Female,Latino,25-34,RJ
1161154.0,2022,Yes,Female,Latino,25-34,SP
278078.0,2022,Yes,Female,Latino,25-34,PR
130353.0,2022,Yes,Female,Latino,25-34,SC
122804.0,2022,Yes,Female,Latino,25-34,RS
104316.0,2022,Yes,Female,Latino,25-34,MS
172458.0,2022,Yes,Female,Latino,25-34,MT
320660.0,2022,Yes,Female,Latino,25-34,GO
113597.0,2022,Yes,Female,Latino,25-34,DF
76091.0,2022,Yes,Female,Latino,35-44,RO
39188.0,2022,Yes,Female,Latino,35-44,AC
200770.0,2022,Yes,Female,Latino,35-44,AM
27772.0,2022,Yes,Female,Latino,35-44,RR
424013.0,2022,Yes,Female,Latino,35-44,PA
35812.0,2022,Yes,Female,Latino,35-44,AP
72564.0,2022,Yes,Female,Latino,35-44,TO
323604.0,2022,Yes,Female,Latino,35-44,MA
159263.0,2022,Yes,Female,Latino,35-44,PI
438933.0,2022,Yes,Female,Latino,35-44,CE
131063.0,2022,Yes,Female,Latino,35-44,RN
167785.0,2022,Yes,Female,Latino,35-44,PB
382307.0,2022,Yes,Female,Latino,35-44,PE
134917.0,2022,Yes,Female,Latino,35-44,AL
107394.0,2022,Yes,Female,Latino,35-44,SE
654675.0,2022,Yes,Female,Latino,35-44,BA
754085.0,2022,Yes,Female,Latino,35-44,MG
157135.0,2022,Yes,Female,Latino,35-44,ES
537156.0,2022,Yes,Female,Latino,35-44,RJ
1219024.0,2022,Yes,Female,Latino,35-44,SP
255753.0,2022,Yes,Female,Latino,35-44,PR
112715.0,2022,Yes,Female,Latino,35-44,SC
114031.0,2022,Yes,Female,Latino,35-44,RS
99474.0,2022,Yes,Female,Latino,35-44,MS
163396.0,2022,Yes,Female,Latino,35-44,MT
316435.0,2022,Yes,Female,Latino,35-44,GO
124387.0,2022,Yes,Female,Latino,35-44,DF
56238.0,2022,Yes,Female,Latino,45-54,RO
25152.0,2022,Yes,Female,Latino,45-54,AC
135896.0,2022,Yes,Female,Latino,45-54,AM
18104.0,2022,Yes,Female,Latino,45-54,RR
283608.0,2022,Yes,Female,Latino,45-54,PA
23919.0,2022,Yes,Female,Latino,45-54,AP
51930.0,2022,Yes,Female,Latino,45-54,TO
201288.0,2022,Yes,Female,Latino,45-54,MA
110711.0,2022,Yes,Female,Latino,45-54,PI
310005.0,2022,Yes,Female,Latino,45-54,CE
96183.0,2022,Yes,Female,Latino,45-54,RN
119765.0,2022,Yes,Female,Latino,45-54,PB
285674.0,2022,Yes,Female,Latino,45-54,PE
96134.0,2022,Yes,Female,Latino,45-54,AL
77770.0,2022,Yes,Female,Latino,45-54,SE
467012.0,2022,Yes,Female,Latino,45-54,BA
602310.0,2022,Yes,Female,Latino,45-54,MG
120459.0,2022,Yes,Female,Latino,45-54,ES
452655.0,2022,Yes,Female,Latino,45-54,RJ
971186.0,2022,Yes,Female,Latino,45-54,SP
216349.0,2022,Yes,Female,Latino,45-54,PR
80293.0,2022,Yes,Female,Latino,45-54,SC
93811.0,2022,Yes,Female,Latino,45-54,RS
78649.0,2022,Yes,Female,Latino,45-54,MS
118732.0,2022,Yes,Female,Latino,45-54,MT
242902.0,2022,Yes,Female,Latino,45-54,GO
96614.0,2022,Yes,Female,Latino,45-54,DF
35987.0,2022,Yes,Female,Latino,55-64,RO
14985.0,2022,Yes,Female,Latino,55-64,AC
83662.0,2022,Yes,Female,Latino,55-64,AM
10907.0,2022,Yes,Female,Latino,55-64,RR
183077.0,2022,Yes,Female,Latino,55-64,PA
13707.0,2022,Yes,Female,Latino,55-64,AP
33440.0,2022,Yes,Female,Latino,55-64,TO
131543.0,2022,Yes,Female,Latino,55-64,MA
79788.0,2022,Yes,Female,Latino,55-64,PI
218860.0,2022,Yes,Female,Latino,55-64,CE
70857.0,2022,Yes,Female,Latino,55-64,RN
84598.0,2022,Yes,Female,Latino,55-64,PB
197386.0,2022,Yes,Female,Latino,55-64,PE
61836.0,2022,Yes,Female,Latino,55-64,AL
52147.0,2022,Yes,Female,Latino,55-64,SE
337438.0,2022,Yes,Female,Latino,55-64,BA
475899.0,2022,Yes,Female,Latino,55-64,MG
91407.0,2022,Yes,Female,Latino,55-64,ES
383078.0,2022,Yes,Female,Latino,55-64,RJ
727171.0,2022,Yes,Female,Latino,55-64,SP
160241.0,2022,Yes,Female,Latino,55-64,PR
53688.0,2022,Yes,Female,Latino,55-64,SC
77315.0,2022,Yes,Female,Latino,55-64,RS
57420.0,2022,Yes,Female,Latino,55-64,MS
75253.0,2022,Yes,Female,Latino,55-64,MT
165458.0,2022,Yes,Female,Latino,55-64,GO
64073.0,2022,Yes,Female,Latino,55-64,DF
944.0,2022,Yes,Female,Indigenous,15-19,RO
1534.0,2022,Yes,Female,Indigenous,15-19,AC
15147.0,2022,Yes,Female,Indigenous,15-19,AM
3830.0,2022,Yes,Female,Indigenous,15-19,RR
3509.0,2022,Yes,Female,Indigenous,15-19,PA
569.0,2022,Yes,Female,Indigenous,15-19,AP
1022.0,2022,Yes,Female,Indigenous,15-19,TO
2627.0,2022,Yes,Female,Indigenous,15-19,MA
267.0,2022,Yes,Female,Indigenous,15-19,PI
1554.0,2022,Yes,Female,Indigenous,15-19,CE
343.0,2022,Yes,Female,Indigenous,15-19,RN
1076.0,2022,Yes,Female,Indigenous,15-19,PB
3616.0,2022,Yes,Female,Indigenous,15-19,PE
934.0,2022,Yes,Female,Indigenous,15-19,AL
141.0,2022,Yes,Female,Indigenous,15-19,SE
3434.0,2022,Yes,Female,Indigenous,15-19,BA
1235.0,2022,Yes,Female,Indigenous,15-19,MG
409.0,2022,Yes,Female,Indigenous,15-19,ES
376.0,2022,Yes,Female,Indigenous,15-19,RJ
1529.0,2022,Yes,Female,Indigenous,15-19,SP
1342.0,2022,Yes,Female,Indigenous,15-19,PR
782.0,2022,Yes,Female,Indigenous,15-19,SC
1566.0,2022,Yes,Female,Indigenous,15-19,RS
5265.0,2022,Yes,Female,Indigenous,15-19,MS
3007.0,2022,Yes,Female,Indigenous,15-19,MT
377.0,2022,Yes,Female,Indigenous,15-19,GO
191.0,2022,Yes,Female,Indigenous,15-19,DF
783.0,2022,Yes,Female,Indigenous,20-24,RO
1078.0,2022,Yes,Female,Indigenous,20-24,AC
13056.0,2022,Yes,Female,Indigenous,20-24,AM
3324.0,2022,Yes,Female,Indigenous,20-24,RR
2840.0,2022,Yes,Female,Indigenous,20-24,PA
520.0,2022,Yes,Female,Indigenous,20-24,AP
837.0,2022,Yes,Female,Indigenous,20-24,TO
2181.0,2022,Yes,Female,Indigenous,20-24,MA
223.0,2022,Yes,Female,Indigenous,20-24,PI
1741.0,2022,Yes,Female,Indigenous,20-24,CE
400.0,2022,Yes,Female,Indigenous,20-24,RN
1034.0,2022,Yes,Female,Indigenous,20-24,PB
3655.0,2022,Yes,Female,Indigenous,20-24,PE
894.0,2022,Yes,Female,Indigenous,20-24,AL
163.0,2022,Yes,Female,Indigenous,20-24,SE
3229.0,2022,Yes,Female,Indigenous,20-24,BA
1348.0,2022,Yes,Female,Indigenous,20-24,MG
459.0,2022,Yes,Female,Indigenous,20-24,ES
454.0,2022,Yes,Female,Indigenous,20-24,RJ
2063.0,2022,Yes,Female,Indigenous,20-24,SP
1324.0,2022,Yes,Female,Indigenous,20-24,PR
1047.0,2022,Yes,Female,Indigenous,20-24,SC
1855.0,2022,Yes,Female,Indigenous,20-24,RS
4826.0,2022,Yes,Female,Indigenous,20-24,MS
2403.0,2022,Yes,Female,Indigenous,20-24,MT
430.0,2022,Yes,Female,Indigenous,20-24,GO
229.0,2022,Yes,Female,Indigenous,20-24,DF
1266.0,2022,Yes,Female,Indigenous,25-34,RO
1446.0,2022,Yes,Female,Indigenous,25-34,AC
19149.0,2022,Yes,Female,Indigenous,25-34,AM
4968.0,2022,Yes,Female,Indigenous,25-34,RR
4260.0,2022,Yes,Female,Indigenous,25-34,PA
718.0,2022,Yes,Female,Indigenous,25-34,AP
1152.0,2022,Yes,Female,Indigenous,25-34,TO
2761.0,2022,Yes,Female,Indigenous,25-34,MA
370.0,2022,Yes,Female,Indigenous,25-34,PI
3388.0,2022,Yes,Female,Indigenous,25-34,CE
764.0,2022,Yes,Female,Indigenous,25-34,RN
1928.0,2022,Yes,Female,Indigenous,25-34,PB
6242.0,2022,Yes,Female,Indigenous,25-34,PE
1452.0,2022,Yes,Female,Indigenous,25-34,AL
390.0,2022,Yes,Female,Indigenous,25-34,SE
5887.0,2022,Yes,Female,Indigenous,25-34,BA
2283.0,2022,Yes,Female,Indigenous,25-34,MG
832.0,2022,Yes,Female,Indigenous,25-34,ES
1216.0,2022,Yes,Female,Indigenous,25-34,RJ
4367.0,2022,Yes,Female,Indigenous,25-34,SP
2145.0,2022,Yes,Female,Indigenous,25-34,PR
1626.0,2022,Yes,Female,Indigenous,25-34,SC
2644.0,2022,Yes,Female,Indigenous,25-34,RS
7356.0,2022,Yes,Female,Indigenous,25-34,MS
3341.0,2022,Yes,Female,Indigenous,25-34,MT
833.0,2022,Yes,Female,Indigenous,25-34,GO
435.0,2022,Yes,Female,Indigenous,25-34,DF
823.0,2022,Yes,Female,Indigenous,35-44,RO
811.0,2022,Yes,Female,Indigenous,35-44,AC
12835.0,2022,Yes,Female,Indigenous,35-44,AM
3395.0,2022,Yes,Female,Indigenous,35-44,RR
2968.0,2022,Yes,Female,Indigenous,35-44,PA
483.0,2022,Yes,Female,Indigenous,35-44,AP
696.0,2022,Yes,Female,Indigenous,35-44,TO
1731.0,2022,Yes,Female,Indigenous,35-44,MA
411.0,2022,Yes,Female,Indigenous,35-44,PI
2774.0,2022,Yes,Female,Indigenous,35-44,CE
615.0,2022,Yes,Female,Indigenous,35-44,RN
1679.0,2022,Yes,Female,Indigenous,35-44,PB
5455.0,2022,Yes,Female,Indigenous,35-44,PE
1225.0,2022,Yes,Female,Indigenous,35-44,AL
372.0,2022,Yes,Female,Indigenous,35-44,SE
5803.0,2022,Yes,Female,Indigenous,35-44,BA
2014.0,2022,Yes,Female,Indigenous,35-44,MG
863.0,2022,Yes,Female,Indigenous,35-44,ES
1442.0,2022,Yes,Female,Indigenous,35-44,RJ
4208.0,2022,Yes,Female,Indigenous,35-44,SP
1593.0,2022,Yes,Female,Indigenous,35-44,PR
1284.0,2022,Yes,Female,Indigenous,35-44,SC
1843.0,2022,Yes,Female,Indigenous,35-44,RS
4778.0,2022,Yes,Female,Indigenous,35-44,MS
2127.0,2022,Yes,Female,Indigenous,35-44,MT
882.0,2022,Yes,Female,Indigenous,35-44,GO
499.0,2022,Yes,Female,Indigenous,35-44,DF
476.0,2022,Yes,Female,Indigenous,45-54,RO
364.0,2022,Yes,Female,Indigenous,45-54,AC
7090.0,2022,Yes,Female,Indigenous,45-54,AM
2158.0,2022,Yes,Female,Indigenous,45-54,RR
1779.0,2022,Yes,Female,Indigenous,45-54,PA
243.0,2022,Yes,Female,Indigenous,45-54,AP
409.0,2022,Yes,Female,Indigenous,45-54,TO
936.0,2022,Yes,Female,Indigenous,45-54,MA
305.0,2022,Yes,Female,Indigenous,45-54,PI
1920.0,2022,Yes,Female,Indigenous,45-54,CE
434.0,2022,Yes,Female,Indigenous,45-54,RN
1122.0,2022,Yes,Female,Indigenous,45-54,PB
3874.0,2022,Yes,Female,Indigenous,45-54,PE
858.0,2022,Yes,Female,Indigenous,45-54,AL
301.0,2022,Yes,Female,Indigenous,45-54,SE
4027.0,2022,Yes,Female,Indigenous,45-54,BA
1560.0,2022,Yes,Female,Indigenous,45-54,MG
689.0,2022,Yes,Female,Indigenous,45-54,ES
1280.0,2022,Yes,Female,Indigenous,45-54,RJ
3406.0,2022,Yes,Female,Indigenous,45-54,SP
1087.0,2022,Yes,Female,Indigenous,45-54,PR
788.0,2022,Yes,Female,Indigenous,45-54,SC
1245.0,2022,Yes,Female,Indigenous,45-54,RS
2732.0,2022,Yes,Female,Indigenous,45-54,MS
1069.0,2022,Yes,Female,Indigenous,45-54,MT
704.0,2022,Yes,Female,Indigenous,45-54,GO
470.0,2022,Yes,Female,Indigenous,45-54,DF
249.0,2022,Yes,Female,Indigenous,55-64,RO
144.0,2022,Yes,Female,Indigenous,55-64,AC
4081.0,2022,Yes,Female,Indigenous,55-64,AM
1206.0,2022,Yes,Female,Indigenous,55-64,RR
944.0,2022,Yes,Female,Indigenous,55-64,PA
114.0,2022,Yes,Female,Indigenous,55-64,AP
213.0,2022,Yes,Female,Indigenous,55-64,TO
526.0,2022,Yes,Female,Indigenous,55-64,MA
223.0,2022,Yes,Female,Indigenous,55-64,PI
1304.0,2022,Yes,Female,Indigenous,55-64,CE
320.0,2022,Yes,Female,Indigenous,55-64,RN
723.0,2022,Yes,Female,Indigenous,55-64,PB
2610.0,2022,Yes,Female,Indigenous,55-64,PE
528.0,2022,Yes,Female,Indigenous,55-64,AL
248.0,2022,Yes,Female,Indigenous,55-64,SE
2961.0,2022,Yes,Female,Indigenous,55-64,BA
1267.0,2022,Yes,Female,Indigenous,55-64,MG
528.0,2022,Yes,Female,Indigenous,55-64,ES
1177.0,2022,Yes,Female,Indigenous,55-64,RJ
2845.0,2022,Yes,Female,Indigenous,55-64,SP
800.0,2022,Yes,Female,Indigenous,55-64,PR
539.0,2022,Yes,Female,Indigenous,55-64,SC
903.0,2022,Yes,Female,Indigenous,55-64,RS
1534.0,2022,Yes,Female,Indigenous,55-64,MS
568.0,2022,Yes,Female,Indigenous,55-64,MT
577.0,2022,Yes,Female,Indigenous,55-64,GO
344.0,2022,Yes,Female,Indigenous,55-64,DF
229.0,2022,No,Male,White,15-19,RO
233.0,2022,No,Male,White,15-19,AC
727.0,2022,No,Male,White,15-19,AM
77.0,2022,No,Male,White,15-19,RR
1615.0,2022,No,Male,White,15-19,PA
145.0,2022,No,Male,White,15-19,AP
191.0,2022,No,Male,White,15-19,TO
1809.0,2022,No,Male,White,15-19,MA
848.0,2022,No,Male,White,15-19,PI
2167.0,2022,No,Male,White,15-19,CE
1570.0,2022,No,Male,White,15-19,RN
1670.0,2022,No,Male,White,15-19,PB
3182.0,2022,No,Male,White,15-19,PE
1454.0,2022,No,Male,White,15-19,AL
715.0,2022,No,Male,White,15-19,SE
