Population,Year,Literate,Gender,Race,Age-Group,State
722120.0,2022,Yes,Male,Latino,25-34,MG
139501.0,2022,Yes,Male,Latino,25-34,ES
469869.0,2022,Yes,Male,Latino,25-34,RJ
1181191.0,2022,Yes,Male,Latino,25-34,SP
283684.0,2022,Yes,Male,Latino,25-34,PR
143559.0,2022,Yes,Male,Latino,25-34,SC
127402.0,2022,Yes,Male,Latino,25-34,RS
100901.0,2022,Yes,Male,Latino,25-34,MS
166995.0,2022,Yes,Male,Latino,25-34,MT
306937.0,2022,Yes,Male,Latino,25-34,GO
107924.0,2022,Yes,Male,Latino,25-34,DF
70540.0,2022,Yes,Male,Latino,35-44,RO
36610.0,2022,Yes,Male,Latino,35-44,AC
191972.0,2022,Yes,Male,Latino,35-44,AM
26482.0,2022,Yes,Male,Latino,35-44,RR
395231.0,2022,Yes,Male,Latino,35-44,PA
32691.0,2022,Yes,Male,Latino,35-44,AP
66740.0,2022,Yes,Male,Latino,35-44,TO
280580.0,2022,Yes,Male,Latino,35-44,MA
133930.0,2022,Yes,Male,Latino,35-44,PI
378216.0,2022,Yes,Male,Latino,35-44,CE
113738.0,2022,Yes,Male,Latino,35-44,RN
142308.0,2022,Yes,Male,Latino,35-44,PB
324270.0,2022,Yes,Male,Latino,35-44,PE
109645.0,2022,Yes,Male,Latino,35-44,AL
86307.0,2022,Yes,Male,Latino,35-44,SE
564520.0,2022,Yes,Male,Latino,35-44,BA
719482.0,2022,Yes,Male,Latino,35-44,MG
147574.0,2022,Yes,Male,Latino,35-44,ES
496470.0,2022,Yes,Male,Latino,35-44,RJ
1192737.0,2022,Yes,Male,Latino,35-44,SP
259129.0,2022,Yes,Male,Latino,35-44,PR
122709.0,2022,Yes,Male,Latino,35-44,SC
118530.0,2022,Yes,Male,Latino,35-44,RS
97398.0,2022,Yes,Male,Latino,35-44,MS
159487.0,2022,Yes,Male,Latino,35-44,MT
300207.0,2022,Yes,Male,Latino,35-44,GO
110598.0,2022,Yes,Male,Latino,35-44,DF
53244.0,2022,Yes,Male,Latino,45-54,RO
23281.0,2022,Yes,Male,Latino,45-54,AC
130849.0,2022,Yes,Male,Latino,45-54,AM
16965.0,2022,Yes,Male,Latino,45-54,RR
266881.0,2022,Yes,Male,Latino,45-54,PA
22511.0,2022,Yes,Male,Latino,45-54,AP
47730.0,2022,Yes,Male,Latino,45-54,TO
169647.0,2022,Yes,Male,Latino,45-54,MA
88046.0,2022,Yes,Male,Latino,45-54,PI
249007.0,2022,Yes,Male,Latino,45-54,CE
78329.0,2022,Yes,Male,Latino,45-54,RN
93696.0,2022,Yes,Male,Latino,45-54,PB
232700.0,2022,Yes,Male,Latino,45-54,PE
76668.0,2022,Yes,Male,Latino,45-54,AL
60568.0,2022,Yes,Male,Latino,45-54,SE
396696.0,2022,Yes,Male,Latino,45-54,BA
564714.0,2022,Yes,Male,Latino,45-54,MG
112575.0,2022,Yes,Male,Latino,45-54,ES
415054.0,2022,Yes,Male,Latino,45-54,RJ
922411.0,2022,Yes,Male,Latino,45-54,SP
214084.0,2022,Yes,Male,Latino,45-54,PR
84018.0,2022,Yes,Male,Latino,45-54,SC
95616.0,2022,Yes,Male,Latino,45-54,RS
75240.0,2022,Yes,Male,Latino,45-54,MS
115370.0,2022,Yes,Male,Latino,45-54,MT
223617.0,2022,Yes,Male,Latino,45-54,GO
85469.0,2022,Yes,Male,Latino,45-54,DF
35952.0,2022,Yes,Male,Latino,55-64,RO
13305.0,2022,Yes,Male,Latino,55-64,AC
79684.0,2022,Yes,Male,Latino,55-64,AM
10334.0,2022,Yes,Male,Latino,55-64,RR
167739.0,2022,Yes,Male,Latino,55-64,PA
13181.0,2022,Yes,Male,Latino,55-64,AP
30453.0,2022,Yes,Male,Latino,55-64,TO
106232.0,2022,Yes,Male,Latino,55-64,MA
60743.0,2022,Yes,Male,Latino,55-64,PI
164680.0,2022,Yes,Male,Latino,55-64,CE
53832.0,2022,Yes,Male,Latino,55-64,RN
62551.0,2022,Yes,Male,Latino,55-64,PB
152094.0,2022,Yes,Male,Latino,55-64,PE
48738.0,2022,Yes,Male,Latino,55-64,AL
40286.0,2022,Yes,Male,Latino,55-64,SE
280414.0,2022,Yes,Male,Latino,55-64,BA
429189.0,2022,Yes,Male,Latino,55-64,MG
81386.0,2022,Yes,Male,Latino,55-64,ES
333344.0,2022,Yes,Male,Latino,55-64,RJ
643845.0,2022,Yes,Male,Latino,55-64,SP
152068.0,2022,Yes,Male,Latino,55-64,PR
53874.0,2022,Yes,Male,Latino,55-64,SC
75686.0,2022,Yes,Male,Latino,55-64,RS
52880.0,2022,Yes,Male,Latino,55-64,MS
73292.0,2022,Yes,Male,Latino,55-64,MT
145438.0,2022,Yes,Male,Latino,55-64,GO
51420.0,2022,Yes,Male,Latino,55-64,DF
1002.0,2022,Yes,Male,Indigenous,15-19,RO
1519.0,2022,Yes,Male,Indigenous,15-19,AC
16007.0,2022,Yes,Male,Indigenous,15-19,AM
3981.0,2022,Yes,Male,Indigenous,15-19,RR
3680.0,2022,Yes,Male,Indigenous,15-19,PA
551.0,2022,Yes,Male,Indigenous,15-19,AP
969.0,2022,Yes,Male,Indigenous,15-19,TO
2734.0,2022,Yes,Male,Indigenous,15-19,MA
251.0,2022,Yes,Male,Indigenous,15-19,PI
1530.0,2022,Yes,Male,Indigenous,15-19,CE
331.0,2022,Yes,Male,Indigenous,15-19,RN
1097.0,2022,Yes,Male,Indigenous,15-19,PB
3794.0,2022,Yes,Male,Indigenous,15-19,PE
991.0,2022,Yes,Male,Indigenous,15-19,AL
156.0,2022,Yes,Male,Indigenous,15-19,SE
3358.0,2022,Yes,Male,Indigenous,15-19,BA
1208.0,2022,Yes,Male,Indigenous,15-19,MG
448.0,2022,Yes,Male,Indigenous,15-19,ES
389.0,2022,Yes,Male,Indigenous,15-19,RJ
1573.0,2022,Yes,Male,Indigenous,15-19,SP
1346.0,2022,Yes,Male,Indigenous,15-19,PR
878.0,2022,Yes,Male,Indigenous,15-19,SC
1573.0,2022,Yes,Male,Indigenous,15-19,RS
5459.0,2022,Yes,Male,Indigenous,15-19,MS
3181.0,2022,Yes,Male,Indigenous,15-19,MT
386.0,2022,Yes,Male,Indigenous,15-19,GO
162.0,2022,Yes,Male,Indigenous,15-19,DF
845.0,2022,Yes,Male,Indigenous,20-24,RO
1341.0,2022,Yes,Male,Indigenous,20-24,AC
13287.0,2022,Yes,Male,Indigenous,20-24,AM
3258.0,2022,Yes,Male,Indigenous,20-24,RR
3058.0,2022,Yes,Male,Indigenous,20-24,PA
528.0,2022,Yes,Male,Indigenous,20-24,AP
848.0,2022,Yes,Male,Indigenous,20-24,TO
2294.0,2022,Yes,Male,Indigenous,20-24,MA
262.0,2022,Yes,Male,Indigenous,20-24,PI
1640.0,2022,Yes,Male,Indigenous,20-24,CE
355.0,2022,Yes,Male,Indigenous,20-24,RN
980.0,2022,Yes,Male,Indigenous,20-24,PB
3515.0,2022,Yes,Male,Indigenous,20-24,PE
863.0,2022,Yes,Male,Indigenous,20-24,AL
150.0,2022,Yes,Male,Indigenous,20-24,SE
3235.0,2022,Yes,Male,Indigenous,20-24,BA
1302.0,2022,Yes,Male,Indigenous,20-24,MG
445.0,2022,Yes,Male,Indigenous,20-24,ES
467.0,2022,Yes,Male,Indigenous,20-24,RJ
1948.0,2022,Yes,Male,Indigenous,20-24,SP
1303.0,2022,Yes,Male,Indigenous,20-24,PR
1068.0,2022,Yes,Male,Indigenous,20-24,SC
1880.0,2022,Yes,Male,Indigenous,20-24,RS
4770.0,2022,Yes,Male,Indigenous,20-24,MS
2651.0,2022,Yes,Male,Indigenous,20-24,MT
388.0,2022,Yes,Male,Indigenous,20-24,GO
205.0,2022,Yes,Male,Indigenous,20-24,DF
1303.0,2022,Yes,Male,Indigenous,25-34,RO
1602.0,2022,Yes,Male,Indigenous,25-34,AC
19482.0,2022,Yes,Male,Indigenous,25-34,AM
4920.0,2022,Yes,Male,Indigenous,25-34,RR
4473.0,2022,Yes,Male,Indigenous,25-34,PA
772.0,2022,Yes,Male,Indigenous,25-34,AP
1294.0,2022,Yes,Male,Indigenous,25-34,TO
2917.0,2022,Yes,Male,Indigenous,25-34,MA
381.0,2022,Yes,Male,Indigenous,25-34,PI
3079.0,2022,Yes,Male,Indigenous,25-34,CE
656.0,2022,Yes,Male,Indigenous,25-34,RN
1717.0,2022,Yes,Male,Indigenous,25-34,PB
5554.0,2022,Yes,Male,Indigenous,25-34,PE
1334.0,2022,Yes,Male,Indigenous,25-34,AL
329.0,2022,Yes,Male,Indigenous,25-34,SE
5256.0,2022,Yes,Male,Indigenous,25-34,BA
2325.0,2022,Yes,Male,Indigenous,25-34,MG
827.0,2022,Yes,Male,Indigenous,25-34,ES
1120.0,2022,Yes,Male,Indigenous,25-34,RJ
4314.0,2022,Yes,Male,Indigenous,25-34,SP
2210.0,2022,Yes,Male,Indigenous,25-34,PR
1644.0,2022,Yes,Male,Indigenous,25-34,SC
2624.0,2022,Yes,Male,Indigenous,25-34,RS
6915.0,2022,Yes,Male,Indigenous,25-34,MS
3711.0,2022,Yes,Male,Indigenous,25-34,MT
789.0,2022,Yes,Male,Indigenous,25-34,GO
428.0,2022,Yes,Male,Indigenous,25-34,DF
897.0,2022,Yes,Male,Indigenous,35-44,RO
1058.0,2022,Yes,Male,Indigenous,35-44,AC
14181.0,2022,Yes,Male,Indigenous,35-44,AM
3581.0,2022,Yes,Male,Indigenous,35-44,RR
3244.0,2022,Yes,Male,Indigenous,35-44,PA
521.0,2022,Yes,Male,Indigenous,35-44,AP
814.0,2022,Yes,Male,Indigenous,35-44,TO
1918.0,2022,Yes,Male,Indigenous,35-44,MA
356.0,2022,Yes,Male,Indigenous,35-44,PI
2462.0,2022,Yes,Male,Indigenous,35-44,CE
582.0,2022,Yes,Male,Indigenous,35-44,RN
1475.0,2022,Yes,Male,Indigenous,35-44,PB
4667.0,2022,Yes,Male,Indigenous,35-44,PE
1052.0,2022,Yes,Male,Indigenous,35-44,AL
365.0,2022,Yes,Male,Indigenous,35-44,SE
5397.0,2022,Yes,Male,Indigenous,35-44,BA
1920.0,2022,Yes,Male,Indigenous,35-44,MG
820.0,2022,Yes,Male,Indigenous,35-44,ES
1264.0,2022,Yes,Male,Indigenous,35-44,RJ
3978.0,2022,Yes,Male,Indigenous,35-44,SP
1621.0,2022,Yes,Male,Indigenous,35-44,PR
1283.0,2022,Yes,Male,Indigenous,35-44,SC
1930.0,2022,Yes,Male,Indigenous,35-44,RS
4733.0,2022,Yes,Male,Indigenous,35-44,MS
2560.0,2022,Yes,Male,Indigenous,35-44,MT
747.0,2022,Yes,Male,Indigenous,35-44,GO
422.0,2022,Yes,Male,Indigenous,35-44,DF
544.0,2022,Yes,Male,Indigenous,45-54,RO
557.0,2022,Yes,Male,Indigenous,45-54,AC
8617.0,2022,Yes,Male,Indigenous,45-54,AM
2227.0,2022,Yes,Male,Indigenous,45-54,RR
1984.0,2022,Yes,Male,Indigenous,45-54,PA
336.0,2022,Yes,Male,Indigenous,45-54,AP
514.0,2022,Yes,Male,Indigenous,45-54,TO
1056.0,2022,Yes,Male,Indigenous,45-54,MA
273.0,2022,Yes,Male,Indigenous,45-54,PI
1543.0,2022,Yes,Male,Indigenous,45-54,CE
329.0,2022,Yes,Male,Indigenous,45-54,RN
943.0,2022,Yes,Male,Indigenous,45-54,PB
3253.0,2022,Yes,Male,Indigenous,45-54,PE
677.0,2022,Yes,Male,Indigenous,45-54,AL
268.0,2022,Yes,Male,Indigenous,45-54,SE
3677.0,2022,Yes,Male,Indigenous,45-54,BA
1431.0,2022,Yes,Male,Indigenous,45-54,MG
711.0,2022,Yes,Male,Indigenous,45-54,ES
999.0,2022,Yes,Male,Indigenous,45-54,RJ
3131.0,2022,Yes,Male,Indigenous,45-54,SP
1127.0,2022,Yes,Male,Indigenous,45-54,PR
867.0,2022,Yes,Male,Indigenous,45-54,SC
1406.0,2022,Yes,Male,Indigenous,45-54,RS
3091.0,2022,Yes,Male,Indigenous,45-54,MS
1480.0,2022,Yes,Male,Indigenous,45-54,MT
632.0,2022,Yes,Male,Indigenous,45-54,GO
358.0,2022,Yes,Male,Indigenous,45-54,DF
306.0,2022,Yes,Male,Indigenous,55-64,RO
226.0,2022,Yes,Male,Indigenous,55-64,AC
5094.0,2022,Yes,Male,Indigenous,55-64,AM
1242.0,2022,Yes,Male,Indigenous,55-64,RR
1072.0,2022,Yes,Male,Indigenous,55-64,PA
173.0,2022,Yes,Male,Indigenous,55-64,AP
268.0,2022,Yes,Male,Indigenous,55-64,TO
559.0,2022,Yes,Male,Indigenous,55-64,MA
209.0,2022,Yes,Male,Indigenous,55-64,PI
1025.0,2022,Yes,Male,Indigenous,55-64,CE
236.0,2022,Yes,Male,Indigenous,55-64,RN
561.0,2022,Yes,Male,Indigenous,55-64,PB
2094.0,2022,Yes,Male,Indigenous,55-64,PE
448.0,2022,Yes,Male,Indigenous,55-64,AL
198.0,2022,Yes,Male,Indigenous,55-64,SE
2586.0,2022,Yes,Male,Indigenous,55-64,BA
1042.0,2022,Yes,Male,Indigenous,55-64,MG
443.0,2022,Yes,Male,Indigenous,55-64,ES
851.0,2022,Yes,Male,Indigenous,55-64,RJ
2197.0,2022,Yes,Male,Indigenous,55-64,SP
870.0,2022,Yes,Male,Indigenous,55-64,PR
528.0,2022,Yes,Male,Indigenous,55-64,SC
1052.0,2022,Yes,Male,Indigenous,55-64,RS
1586.0,2022,Yes,Male,Indigenous,55-64,MS
699.0,2022,Yes,Male,Indigenous,55-64,MT
427.0,2022,Yes,Male,Indigenous,55-64,GO
251.0,2022,Yes,Male,Indigenous,55-64,DF
17390.0,2022,Yes,Female,White,15-19,RO
8627.0,2022,Yes,Female,White,15-19,AC
33329.0,2022,Yes,Female,White,15-19,AM
5394.0,2022,Yes,Female,White,15-19,RR
69905.0,2022,Yes,Female,White,15-19,PA
7388.0,2022,Yes,Female,White,15-19,AP
13852.0,2022,Yes,Female,White,15-19,TO
58057.0,2022,Yes,Female,White,15-19,MA
29200.0,2022,Yes,Female,White,15-19,PI
90549.0,2022,Yes,Female,White,15-19,CE
46143.0,2022,Yes,Female,White,15-19,RN
50532.0,2022,Yes,Female,White,15-19,PB
109721.0,2022,Yes,Female,White,15-19,PE
37008.0,2022,Yes,Female,White,15-19,AL
21312.0,2022,Yes,Female,White,15-19,SE
100342.0,2022,Yes,Female,White,15-19,BA
249303.0,2022,Yes,Female,White,15-19,MG
42816.0,2022,Yes,Female,White,15-19,ES
190554.0,2022,Yes,Female,White,15-19,RJ
762101.0,2022,Yes,Female,White,15-19,SP
232420.0,2022,Yes,Female,White,15-19,PR
169964.0,2022,Yes,Female,White,15-19,SC
242990.0,2022,Yes,Female,White,15-19,RS
38893.0,2022,Yes,Female,White,15-19,MS
39802.0,2022,Yes,Female,White,15-19,MT
85561.0,2022,Yes,Female,White,15-19,GO
37843.0,2022,Yes,Female,White,15-19,DF
17741.0,2022,Yes,Female,White,20-24,RO
7996.0,2022,Yes,Female,White,20-24,AC
32638.0,2022,Yes,Female,White,20-24,AM
5737.0,2022,Yes,Female,White,20-24,RR
66285.0,2022,Yes,Female,White,20-24,PA
7470.0,2022,Yes,Female,White,20-24,AP
13326.0,2022,Yes,Female,White,20-24,TO
54889.0,2022,Yes,Female,White,20-24,MA
28561.0,2022,Yes,Female,White,20-24,PI
92493.0,2022,Yes,Female,White,20-24,CE
47585.0,2022,Yes,Female,White,20-24,RN
49864.0,2022,Yes,Female,White,20-24,PB
111363.0,2022,Yes,Female,White,20-24,PE
35098.0,2022,Yes,Female,White,20-24,AL
20787.0,2022,Yes,Female,White,20-24,SE
98552.0,2022,Yes,Female,White,20-24,BA
284070.0,2022,Yes,Female,White,20-24,MG
47401.0,2022,Yes,Female,White,20-24,ES
223510.0,2022,Yes,Female,White,20-24,RJ
855130.0,2022,Yes,Female,White,20-24,SP
260243.0,2022,Yes,Female,White,20-24,PR
201449.0,2022,Yes,Female,White,20-24,SC
278568.0,2022,Yes,Female,White,20-24,RS
40220.0,2022,Yes,Female,White,20-24,MS
41802.0,2022,Yes,Female,White,20-24,MT
92154.0,2022,Yes,Female,White,20-24,GO
42209.0,2022,Yes,Female,White,20-24,DF
36614.0,2022,Yes,Female,White,25-34,RO
13377.0,2022,Yes,Female,White,25-34,AC
56385.0,2022,Yes,Female,White,25-34,AM
11190.0,2022,Yes,Female,White,25-34,RR
117042.0,2022,Yes,Female,White,25-34,PA
12793.0,2022,Yes,Female,White,25-34,AP
25148.0,2022,Yes,Female,White,25-34,TO
100225.0,2022,Yes,Female,White,25-34,MA
51520.0,2022,Yes,Female,White,25-34,PI
181743.0,2022,Yes,Female,White,25-34,CE
97889.0,2022,Yes,Female,White,25-34,RN
97877.0,2022,Yes,Female,White,25-34,PB
218779.0,2022,Yes,Female,White,25-34,PE
63719.0,2022,Yes,Female,White,25-34,AL
39309.0,2022,Yes,Female,White,25-34,SE
182026.0,2022,Yes,Female,White,25-34,BA
595523.0,2022,Yes,Female,White,25-34,MG
103926.0,2022,Yes,Female,White,25-34,ES
474822.0,2022,Yes,Female,White,25-34,RJ
1877818.0,2022,Yes,Female,White,25-34,SP
559314.0,2022,Yes,Female,White,25-34,PR
461543.0,2022,Yes,Female,White,25-34,SC
606699.0,2022,Yes,Female,White,25-34,RS
87677.0,2022,Yes,Female,White,25-34,MS
91631.0,2022,Yes,Female,White,25-34,MT
189865.0,2022,Yes,Female,White,25-34,GO
87002.0,2022,Yes,Female,White,25-34,DF
38149.0,2022,Yes,Female,White,35-44,RO
12499.0,2022,Yes,Female,White,35-44,AC
53988.0,2022,Yes,Female,White,35-44,AM
10283.0,2022,Yes,Female,White,35-44,RR
117442.0,2022,Yes,Female,White,35-44,PA
11242.0,2022,Yes,Female,White,35-44,AP
26569.0,2022,Yes,Female,White,35-44,TO
100430.0,2022,Yes,Female,White,35-44,MA
52693.0,2022,Yes,Female,White,35-44,PI
180541.0,2022,Yes,Female,White,35-44,CE
101696.0,2022,Yes,Female,White,35-44,RN
103846.0,2022,Yes,Female,White,35-44,PB
233098.0,2022,Yes,Female,White,35-44,PE
64692.0,2022,Yes,Female,White,35-44,AL
42420.0,2022,Yes,Female,White,35-44,SE
212647.0,2022,Yes,Female,White,35-44,BA
655458.0,2022,Yes,Female,White,35-44,MG
121563.0,2022,Yes,Female,White,35-44,ES
542290.0,2022,Yes,Female,White,35-44,RJ
2155866.0,2022,Yes,Female,White,35-44,SP
578540.0,2022,Yes,Female,White,35-44,PR
476663.0,2022,Yes,Female,White,35-44,SC
658607.0,2022,Yes,Female,White,35-44,RS
92642.0,2022,Yes,Female,White,35-44,MS
93019.0,2022,Yes,Female,White,35-44,MT
206182.0,2022,Yes,Female,White,35-44,GO
106297.0,2022,Yes,Female,White,35-44,DF
31853.0,2022,Yes,Female,White,45-54,RO
8123.0,2022,Yes,Female,White,45-54,AC
38821.0,2022,Yes,Female,White,45-54,AM
6830.0,2022,Yes,Female,White,45-54,RR
85308.0,2022,Yes,Female,White,45-54,PA
7979.0,2022,Yes,Female,White,45-54,AP
20827.0,2022,Yes,Female,White,45-54,TO
71556.0,2022,Yes,Female,White,45-54,MA
40701.0,2022,Yes,Female,White,45-54,PI
143358.0,2022,Yes,Female,White,45-54,CE
77910.0,2022,Yes,Female,White,45-54,RN
82713.0,2022,Yes,Female,White,45-54,PB
188211.0,2022,Yes,Female,White,45-54,PE
50577.0,2022,Yes,Female,White,45-54,AL
32942.0,2022,Yes,Female,White,45-54,SE
165134.0,2022,Yes,Female,White,45-54,BA
581933.0,2022,Yes,Female,White,45-54,MG
100282.0,2022,Yes,Female,White,45-54,ES
486256.0,2022,Yes,Female,White,45-54,RJ
1831538.0,2022,Yes,Female,White,45-54,SP
512561.0,2022,Yes,Female,White,45-54,PR
393443.0,2022,Yes,Female,White,45-54,SC
573863.0,2022,Yes,Female,White,45-54,RS
75497.0,2022,Yes,Female,White,45-54,MS
73777.0,2022,Yes,Female,White,45-54,MT
175107.0,2022,Yes,Female,White,45-54,GO
84972.0,2022,Yes,Female,White,45-54,DF
23708.0,2022,Yes,Female,White,55-64,RO
5097.0,2022,Yes,Female,White,55-64,AC
25930.0,2022,Yes,Female,White,55-64,AM
4431.0,2022,Yes,Female,White,55-64,RR
59221.0,2022,Yes,Female,White,55-64,PA
4704.0,2022,Yes,Female,White,55-64,AP
14718.0,2022,Yes,Female,White,55-64,TO
50429.0,2022,Yes,Female,White,55-64,MA
31185.0,2022,Yes,Female,White,55-64,PI
117086.0,2022,Yes,Female,White,55-64,CE
62414.0,2022,Yes,Female,White,55-64,RN
66600.0,2022,Yes,Female,White,55-64,PB
146173.0,2022,Yes,Female,White,55-64,PE
36103.0,2022,Yes,Female,White,55-64,AL
24548.0,2022,Yes,Female,White,55-64,SE
131711.0,2022,Yes,Female,White,55-64,BA
549780.0,2022,Yes,Female,White,55-64,MG
93614.0,2022,Yes,Female,White,55-64,ES
471440.0,2022,Yes,Female,White,55-64,RJ
1647407.0,2022,Yes,Female,White,55-64,SP
448844.0,2022,Yes,Female,White,55-64,PR
358732.0,2022,Yes,Female,White,55-64,SC
590366.0,2022,Yes,Female,White,55-64,RS
63154.0,2022,Yes,Female,White,55-64,MS
57420.0,2022,Yes,Female,White,55-64,MT
142149.0,2022,Yes,Female,White,55-64,GO
63069.0,2022,Yes,Female,White,55-64,DF
3905.0,2022,Yes,Female,Black,15-19,RO
2736.0,2022,Yes,Female,Black,15-19,AC
6243.0,2022,Yes,Female,Black,15-19,AM
1657.0,2022,Yes,Female,Black,15-19,RR
29055.0,2022,Yes,Female,Black,15-19,PA
3294.0,2022,Yes,Female,Black,15-19,AP
6950.0,2022,Yes,Female,Black,15-19,TO
28977.0,2022,Yes,Female,Black,15-19,MA
12134.0,2022,Yes,Female,Black,15-19,PI
16183.0,2022,Yes,Female,Black,15-19,CE
8277.0,2022,Yes,Female,Black,15-19,RN
9289.0,2022,Yes,Female,Black,15-19,PB
28383.0,2022,Yes,Female,Black,15-19,PE
9755.0,2022,Yes,Female,Black,15-19,AL
9729.0,2022,Yes,Female,Black,15-19,SE
110273.0,2022,Yes,Female,Black,15-19,BA
73990.0,2022,Yes,Female,Black,15-19,MG
13899.0,2022,Yes,Female,Black,15-19,ES
82177.0,2022,Yes,Female,Black,15-19,RJ
106359.0,2022,Yes,Female,Black,15-19,SP
12486.0,2022,Yes,Female,Black,15-19,PR
8829.0,2022,Yes,Female,Black,15-19,SC
22786.0,2022,Yes,Female,Black,15-19,RS
5091.0,2022,Yes,Female,Black,15-19,MS
11057.0,2022,Yes,Female,Black,15-19,MT
20623.0,2022,Yes,Female,Black,15-19,GO
10067.0,2022,Yes,Female,Black,15-19,DF
4773.0,2022,Yes,Female,Black,20-24,RO
2900.0,2022,Yes,Female,Black,20-24,AC
7159.0,2022,Yes,Female,Black,20-24,AM
2024.0,2022,Yes,Female,Black,20-24,RR
32568.0,2022,Yes,Female,Black,20-24,PA
3922.0,2022,Yes,Female,Black,20-24,AP
7988.0,2022,Yes,Female,Black,20-24,TO
31587.0,2022,Yes,Female,Black,20-24,MA
14730.0,2022,Yes,Female,Black,20-24,PI
22097.0,2022,Yes,Female,Black,20-24,CE
10420.0,2022,Yes,Female,Black,20-24,RN
11156.0,2022,Yes,Female,Black,20-24,PB
34523.0,2022,Yes,Female,Black,20-24,PE
11778.0,2022,Yes,Female,Black,20-24,AL
11585.0,2022,Yes,Female,Black,20-24,SE
128728.0,2022,Yes,Female,Black,20-24,BA
95413.0,2022,Yes,Female,Black,20-24,MG
17406.0,2022,Yes,Female,Black,20-24,ES
103617.0,2022,Yes,Female,Black,20-24,RJ
135731.0,2022,Yes,Female,Black,20-24,SP
16751.0,2022,Yes,Female,Black,20-24,PR
12781.0,2022,Yes,Female,Black,20-24,SC
28097.0,2022,Yes,Female,Black,20-24,RS
6555.0,2022,Yes,Female,Black,20-24,MS
13734.0,2022,Yes,Female,Black,20-24,MT
25775.0,2022,Yes,Female,Black,20-24,GO
12677.0,2022,Yes,Female,Black,20-24,DF
10402.0,2022,Yes,Female,Black,25-34,RO
5095.0,2022,Yes,Female,Black,25-34,AC
13801.0,2022,Yes,Female,Black,25-34,AM
3852.0,2022,Yes,Female,Black,25-34,RR
60847.0,2022,Yes,Female,Black,25-34,PA
6852.0,2022,Yes,Female,Black,25-34,AP
15259.0,2022,Yes,Female,Black,25-34,TO
64308.0,2022,Yes,Female,Black,25-34,MA
28424.0,2022,Yes,Female,Black,25-34,PI
43931.0,2022,Yes,Female,Black,25-34,CE
21772.0,2022,Yes,Female,Black,25-34,RN
22032.0,2022,Yes,Female,Black,25-34,PB
70087.0,2022,Yes,Female,Black,25-34,PE
22086.0,2022,Yes,Female,Black,25-34,AL
23163.0,2022,Yes,Female,Black,25-34,SE
254874.0,2022,Yes,Female,Black,25-34,BA
197584.0,2022,Yes,Female,Black,25-34,MG
35117.0,2022,Yes,Female,Black,25-34,ES
214852.0,2022,Yes,Female,Black,25-34,RJ
290564.0,2022,Yes,Female,Black,25-34,SP
37925.0,2022,Yes,Female,Black,25-34,PR
29991.0,2022,Yes,Female,Black,25-34,SC
59919.0,2022,Yes,Female,Black,25-34,RS
14441.0,2022,Yes,Female,Black,25-34,MS
29746.0,2022,Yes,Female,Black,25-34,MT
52964.0,2022,Yes,Female,Black,25-34,GO
25533.0,2022,Yes,Female,Black,25-34,DF
10883.0,2022,Yes,Female,Black,35-44,RO
4760.0,2022,Yes,Female,Black,35-44,AC
13654.0,2022,Yes,Female,Black,35-44,AM
3654.0,2022,Yes,Female,Black,35-44,RR
58670.0,2022,Yes,Female,Black,35-44,PA
6466.0,2022,Yes,Female,Black,35-44,AP
14766.0,2022,Yes,Female,Black,35-44,TO
63658.0,2022,Yes,Female,Black,35-44,MA
29145.0,2022,Yes,Female,Black,35-44,PI
40893.0,2022,Yes,Female,Black,35-44,CE
22261.0,2022,Yes,Female,Black,35-44,RN
22547.0,2022,Yes,Female,Black,35-44,PB
69827.0,2022,Yes,Female,Black,35-44,PE
19642.0,2022,Yes,Female,Black,35-44,AL
22772.0,2022,Yes,Female,Black,35-44,SE
279163.0,2022,Yes,Female,Black,35-44,BA
199549.0,2022,Yes,Female,Black,35-44,MG
36591.0,2022,Yes,Female,Black,35-44,ES
222034.0,2022,Yes,Female,Black,35-44,RJ
315600.0,2022,Yes,Female,Black,35-44,SP
38991.0,2022,Yes,Female,Black,35-44,PR
26387.0,2022,Yes,Female,Black,35-44,SC
60114.0,2022,Yes,Female,Black,35-44,RS
14352.0,2022,Yes,Female,Black,35-44,MS
29385.0,2022,Yes,Female,Black,35-44,MT
53464.0,2022,Yes,Female,Black,35-44,GO
27789.0,2022,Yes,Female,Black,35-44,DF
8509.0,2022,Yes,Female,Black,45-54,RO
3182.0,2022,Yes,Female,Black,45-54,AC
9663.0,2022,Yes,Female,Black,45-54,AM
2397.0,2022,Yes,Female,Black,45-54,RR
41558.0,2022,Yes,Female,Black,45-54,PA
4690.0,2022,Yes,Female,Black,45-54,AP
10633.0,2022,Yes,Female,Black,45-54,TO
44935.0,2022,Yes,Female,Black,45-54,MA
21415.0,2022,Yes,Female,Black,45-54,PI
33301.0,2022,Yes,Female,Black,45-54,CE
17324.0,2022,Yes,Female,Black,45-54,RN
17552.0,2022,Yes,Female,Black,45-54,PB
55746.0,2022,Yes,Female,Black,45-54,PE
14677.0,2022,Yes,Female,Black,45-54,AL
16358.0,2022,Yes,Female,Black,45-54,SE
191158.0,2022,Yes,Female,Black,45-54,BA
159038.0,2022,Yes,Female,Black,45-54,MG
26575.0,2022,Yes,Female,Black,45-54,ES
184116.0,2022,Yes,Female,Black,45-54,RJ
249512.0,2022,Yes,Female,Black,45-54,SP
